model,label,group,bin,n,mean_predicted,observed_rate,weighted_n
extended_boosting,diagnosed,Non-Hispanic White,5,494,0.3565673820645314,0.334730087835239,31124965.643135577
extended_boosting,diagnosed,Non-Hispanic Black,1,223,0.005934055483817214,0.01106797845077769,5599517.393860428
extended_boosting,diagnosed,Non-Hispanic Black,2,209,0.013852451014179628,0.006508599378202191,5597135.795178463
extended_boosting,diagnosed,Non-Hispanic Black,3,242,0.04123352940800341,0.038149488163993744,5602342.695992274
extended_boosting,diagnosed,Non-Hispanic Black,4,307,0.13711366568360275,0.1507882654035539,5595976.433262268
extended_boosting,diagnosed,Non-Hispanic Black,5,331,0.343145425839582,0.32085194837868697,5597905.237003195
extended_boosting,diagnosed,Mexican American,1,141,0.006052563734644563,0.008785399215597383,5013114.832393669
extended_boosting,diagnosed,Mexican American,2,147,0.013775712681428956,0.02077934573237106,4995757.994342382
extended_boosting,diagnosed,Mexican American,3,156,0.026786598069069828,0.024180230490491342,5024078.424443701
extended_boosting,diagnosed,Mexican American,4,175,0.08574367766183612,0.1380296629511337,5000132.229744915
extended_boosting,diagnosed,Mexican American,5,237,0.28105500392837723,0.29963773409535577,4998617.135027105
extended_boosting,diagnosed,Other Hispanic,1,86,0.005806527797106757,0.0,3576218.9940903303
extended_boosting,diagnosed,Other Hispanic,2,86,0.011597730373408633,0.004974078254400048,3703236.853869841
extended_boosting,diagnosed,Other Hispanic,3,90,0.027881750765730354,0.023988476530397478,3583748.0401267763
extended_boosting,diagnosed,Other Hispanic,4,115,0.08479195315986428,0.07724491461105933,3631357.6132162097
